"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Bench Press (Barbell)",,"",3,"normal",20,30,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Bench Press (Barbell)",,"",4,"normal",20,30,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Overhead Press (Barbell)",,"",0,"normal",12.5,17,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Overhead Press (Barbell)",,"",1,"normal",12.5,12,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Overhead Press (Barbell)",,"",2,"normal",12.5,13,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Triceps Extension (Barbell)",,"Acostado skullcrusher",0,"normal",10,9,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Triceps Extension (Barbell)",,"Acostado skullcrusher",1,"normal",10,12,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Triceps Extension (Barbell)",,"Acostado skullcrusher",2,"normal",10,8,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Triceps Extension (Barbell)",,"Acostado skullcrusher",3,"normal",10,7,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,17,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,17,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,17,,,
"1. Chest Shoulders and Triceps","14 sept 2025, 19:13","14 sept 2025, 20:33","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,17,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Squat (Barbell)",,"",0,"normal",45,12,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Squat (Barbell)",,"",1,"normal",45,11,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Squat (Barbell)",,"",2,"normal",45,10,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Squat (Barbell)",,"",3,"normal",45,10,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Standing Calf Raise (Barbell)",,"",0,"normal",60,30,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Standing Calf Raise (Barbell)",,"",1,"normal",60,30,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Standing Calf Raise (Barbell)",,"",2,"normal",60,30,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Standing Calf Raise (Barbell)",,"",3,"failure",60,32,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Romanian Deadlift (Barbell)",,"",1,"normal",50,18,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Romanian Deadlift (Barbell)",,"",2,"normal",50,17,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Romanian Deadlift (Barbell)",,"",3,"normal",50,16,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Flexión Antebrazo",,"",0,"normal",8.5,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Flexión Antebrazo",,"",1,"normal",8.5,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Flexión Antebrazo",,"",2,"normal",8.5,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Flexión Antebrazo",,"",3,"normal",8.5,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Flexión Antebrazo",,"",4,"normal",8.5,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Flexión Antebrazo",,"",5,"normal",8.5,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Hanging Leg Raise",,"",0,"normal",,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Hanging Leg Raise",,"",1,"normal",,19,,,
"3. Legs and Abs","12 sept 2025, 19:08","12 sept 2025, 20:27","","Hanging Leg Raise",,"",2,"normal",,21,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bent Over Row (Barbell)",,"",0,"warmup",20,24,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bent Over Row (Barbell)",,"",1,"normal",40,18,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bent Over Row (Barbell)",,"",2,"normal",45,13,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bent Over Row (Barbell)",,"",3,"failure",45,13,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bent Over Row (Barbell)",,"",4,"failure",45,13,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bent Over Row (Barbell)",,"",5,"failure",45,13,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Chin Up",,"",0,"normal",,7,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bicep Curl (Dumbbell)",,"",0,"normal",10,10,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bicep Curl (Dumbbell)",,"",1,"failure",10,8,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bicep Curl (Dumbbell)",,"",2,"failure",10,8,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Bicep Curl (Dumbbell)",,"",3,"normal",10,8,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Shrug (Barbell)",,"",0,"normal",50,24,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Shrug (Barbell)",,"",1,"normal",50,20,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Shrug (Barbell)",,"",2,"failure",50,20,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,18,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,18,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,16,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,16,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,16,,,
"2. Back and Biceps","8 sept 2025, 11:53","8 sept 2025, 12:59","1er entreno luego de lesión","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,16,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Squat (Barbell)",,"",0,"normal",45,11,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Squat (Barbell)",,"",1,"normal",45,10,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Squat (Barbell)",,"",2,"normal",45,10,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Squat (Barbell)",,"",3,"normal",45,9,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Standing Calf Raise (Barbell)",,"",0,"normal",55,30,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Standing Calf Raise (Barbell)",,"",1,"normal",55,29,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Standing Calf Raise (Barbell)",,"",2,"normal",55,28,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Standing Calf Raise (Barbell)",,"",3,"failure",55,30,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Romanian Deadlift (Barbell)",,"",1,"normal",50,16,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Romanian Deadlift (Barbell)",,"",2,"normal",50,16,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Romanian Deadlift (Barbell)",,"",3,"normal",50,15,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Flexión Antebrazo",,"",0,"normal",8.5,17,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Flexión Antebrazo",,"",1,"normal",8.5,17,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Flexión Antebrazo",,"",2,"normal",8.5,18,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Flexión Antebrazo",,"",3,"normal",8.5,18,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Flexión Antebrazo",,"",4,"normal",8.5,18,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Flexión Antebrazo",,"",5,"normal",8.5,18,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Hanging Leg Raise",,"",0,"normal",,18,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Hanging Leg Raise",,"",1,"normal",,18,,,
"3. Legs and Abs","3 sept 2025, 19:48","3 sept 2025, 21:05","","Hanging Leg Raise",,"",2,"normal",,20,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bent Over Row (Barbell)",,"",0,"warmup",20,22,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bent Over Row (Barbell)",,"",1,"normal",40,17,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bent Over Row (Barbell)",,"",2,"normal",45,12,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bent Over Row (Barbell)",,"",3,"failure",45,12,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bent Over Row (Barbell)",,"",4,"failure",45,12,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bent Over Row (Barbell)",,"",5,"failure",40,12,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Chin Up",,"",0,"normal",,7,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bicep Curl (Dumbbell)",,"",0,"normal",10,10,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bicep Curl (Dumbbell)",,"",1,"failure",10,8,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bicep Curl (Dumbbell)",,"",2,"failure",10,8,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Bicep Curl (Dumbbell)",,"",3,"normal",10,7,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Shrug (Barbell)",,"",0,"normal",50,20,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Shrug (Barbell)",,"",1,"normal",50,18,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Shrug (Barbell)",,"",2,"failure",50,18,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,18,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,18,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,16,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,16,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,16,,,
"2. Back and Biceps","2 sept 2025, 14:02","2 sept 2025, 15:09","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,16,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Rotacion Externa Hombro",,"",0,"normal",5,13,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Rotacion Externa Hombro",,"",1,"normal",5,13,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Rotacion Externa Hombro",,"",2,"normal",5,13,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Rotacion Externa Hombro",,"",3,"normal",5,13,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Bench Press (Barbell)",,"",1,"normal",45,10,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Bench Press (Barbell)",,"",2,"normal",45,10,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Bench Press (Barbell)",,"",3,"normal",45,8,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Bench Press (Barbell)",,"",4,"normal",40,9,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Overhead Press (Barbell)",,"",0,"normal",20,10,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Overhead Press (Barbell)",,"",1,"normal",20,8,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Overhead Press (Barbell)",,"",2,"normal",20,7,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Triceps Extension (Barbell)",,"",0,"normal",10,9,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Triceps Extension (Barbell)",,"",1,"normal",10,9,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Triceps Extension (Barbell)",,"",2,"normal",10,9,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Triceps Extension (Barbell)",,"",3,"normal",10,10,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,15,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,15,,,
"1. Chest Shoulders and Triceps","1 sept 2025, 11:24","1 sept 2025, 12:24","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,15,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Squat (Barbell)",,"",0,"normal",45,10,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Squat (Barbell)",,"",1,"normal",45,9,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Squat (Barbell)",,"",2,"normal",45,8,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Squat (Barbell)",,"",3,"normal",45,9,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Standing Calf Raise (Barbell)",,"",0,"normal",50,30,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Standing Calf Raise (Barbell)",,"",1,"normal",50,27,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Standing Calf Raise (Barbell)",,"",2,"normal",50,27,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Standing Calf Raise (Barbell)",,"",3,"failure",50,34,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Romanian Deadlift (Barbell)",,"",1,"normal",50,15,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Romanian Deadlift (Barbell)",,"",2,"normal",50,15,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Romanian Deadlift (Barbell)",,"",3,"normal",50,14,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Flexión Antebrazo",,"",0,"normal",6,33,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Flexión Antebrazo",,"",1,"normal",6,33,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Flexión Antebrazo",,"",2,"normal",8.5,16,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Flexión Antebrazo",,"",3,"normal",8.5,16,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Flexión Antebrazo",,"",4,"normal",8.5,14,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Flexión Antebrazo",,"",5,"normal",8.5,14,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Hanging Leg Raise",,"",0,"normal",,17,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Hanging Leg Raise",,"",1,"normal",,17,,,
"3. Legs and Abs","29 ago 2025, 17:17","29 ago 2025, 18:22","","Hanging Leg Raise",,"",2,"normal",,17,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bent Over Row (Barbell)",,"",0,"warmup",20,20,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bent Over Row (Barbell)",,"",1,"normal",40,16,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bent Over Row (Barbell)",,"",2,"normal",45,12,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bent Over Row (Barbell)",,"",3,"failure",45,12,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bent Over Row (Barbell)",,"",4,"failure",45,12,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bent Over Row (Barbell)",,"",5,"failure",45,8,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Chin Up",,"",0,"normal",,6,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bicep Curl (Dumbbell)",,"",0,"normal",10,10,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bicep Curl (Dumbbell)",,"",1,"failure",10,7,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bicep Curl (Dumbbell)",,"",2,"failure",10,7,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Bicep Curl (Dumbbell)",,"",3,"normal",10,7,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Shrug (Barbell)",,"",0,"normal",50,15,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Shrug (Barbell)",,"",1,"normal",50,18,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Shrug (Barbell)",,"",2,"failure",50,18,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,18,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,18,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,15,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,15,,,
"2. Back and Biceps","28 ago 2025, 16:15","28 ago 2025, 17:15","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,15,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Rotacion Externa Hombro",,"",0,"normal",5,12,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Rotacion Externa Hombro",,"",1,"normal",5,12,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Rotacion Externa Hombro",,"",2,"normal",5,12,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Rotacion Externa Hombro",,"",3,"normal",5,12,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Bench Press (Barbell)",,"",1,"normal",40,13,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Bench Press (Barbell)",,"",2,"normal",40,12,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Bench Press (Barbell)",,"",3,"normal",40,10,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Bench Press (Barbell)",,"",4,"normal",40,9,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Overhead Press (Barbell)",,"",0,"normal",20,9,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Overhead Press (Barbell)",,"",1,"normal",20,7,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Overhead Press (Barbell)",,"",2,"normal",20,6,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Triceps Extension (Barbell)",,"",0,"normal",10,8,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Triceps Extension (Barbell)",,"",1,"normal",10,9,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Triceps Extension (Barbell)",,"",2,"normal",10,8,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Triceps Extension (Barbell)",,"",3,"normal",10,8,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,20,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,20,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,14,,,
"1. Chest Shoulders and Triceps","25 ago 2025, 11:33","25 ago 2025, 12:31","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,14,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Squat (Barbell)",,"",0,"normal",45,10,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Squat (Barbell)",,"",1,"normal",45,8,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Squat (Barbell)",,"",2,"normal",45,9,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Squat (Barbell)",,"",3,"normal",45,9,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Romanian Deadlift (Barbell)",,"",1,"normal",50,12,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Romanian Deadlift (Barbell)",,"",2,"normal",50,12,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Romanian Deadlift (Barbell)",,"",3,"normal",50,13,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Standing Calf Raise (Barbell)",,"",0,"normal",50,25,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Standing Calf Raise (Barbell)",,"",1,"normal",50,26,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Standing Calf Raise (Barbell)",,"",2,"normal",50,27,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Standing Calf Raise (Barbell)",,"",3,"failure",50,33,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Flexión Antebrazo",,"",0,"normal",6,32,,,
